银色的罗马高跟鞋，圆球吊饰耳饰单带，个性十足，有非常抢眼！,2
稳吾到嘛？,0
以后打死也不吃了,0
"来广州两天都没能织围脖,一直都在忙,再加上又感冒了,好痛苦[泪]不过广州给我的感觉灰常好!",2
对骂我从来没怕过，你们也就只能考虑暗杀了，这样就充分保护动物了，臭傻逼们[打哈气],0
你这么说的我都不好意思呢,1
我到了，文，好惨啊…,0
真是不容易啊。。,1
"""不行",0
"""求你别再问这个问题了",0
恩是啊，崩溃边缘了，我都怀疑自己是不是不是地球人了,0
回复@四眼乾坤:很多事情大家都不可能去现场，即使去过现场的，也因自身能力和环境条件的限制，不可能进行彻底调查，去现场简单走一下，与彻底调查是一回事吗？,1
琴晚俾个死扑街捞差点拉上无池搏懵,0
手机电视无线江苏省内免收流量费。,1
你们一个寝室的真的舒服啊,2
[爱你]祝福凯爷婷姐新婚快乐[心]，1016我们天津见！[蛋糕],2
当爹的幸福感，呵呵,2
真的假的、我有这么幸运么？,0
杯具了。。,0
梦想着偶然能有一天再相见，从此我开始孤单地思念。,0
最近在玩什么呢?,1
有些电影为什么总是那么想让人哭，可是却总是哭不出来？,0
你怎么这么容易生气啊。。。,0
请问他赚了多钱？,1
有必要这么看不起国货吗？,0
等考完试我会继续爱翰！,2
不过去年扭了脖子带来了好运气，希望这次也是！,2
我希望无论是我们80后，还是70后，都可以一直保持着一份童心，一份简单。,2
你是？？,1
看到照片了，幸好没去,1
咋验证他算的对不对？,1
哈哈还说身体不舒服！明明就是个人来疯！,2
姐姐，生日是没办法让我随心所欲的啊。三十年前俺就是这天出生的呢。,0
[zongzi][zongzi]额想吃粽子妈妈包的粽子特别想吃[哭泣女],2
哦。老人家系甘。成日错。习惯就好3264,1
翻译了一下，也希望能说给云南的同胞听，大家加油！,2
当时苏联派出5万毫无防备的士兵进入，均在几年内相继死去。,1
修路吗？,1
开车在路上，常遇见猫狗的尸体，除了发出怜悯的声音，其实还可以做更多的。,0
我觉得你老公要有微博你们早离婚了………,1
这样的生活已经太美好,2
这么猛的凶器。。你准备拿来消灭谁？,0
回复@dr小刀:[给力],2
现在那里有私房菜了。改天我预定。,2
谢谢你观阅我的微博，互相学习！,2
走阿、走阿！海边烧烤,2
没有什么学生？,1
我感动了怎么办,2
如果你能想出给这样的客户送什么东西，我一定帮衬。,1
哇…你都穿短袖那…,2
有时候，夜深人静的时候，突然觉得寂寞深入骨髓；,0
清远无星巴巴咖，又落广州浦啊？,1
看的偶是各种难过心疼无比~~,0
[哈哈]布泉的豆腐很香，完全是黄豆磨出来的。,2
缺人手啊缺人手,1
大换血啦，期望广大越办越好[钱],2
尼玛，你昨天还是大象控呢,0
那两地址我要是方便早就自己买了,2
卧槽我那么有钱啊,2
美金账户怎么还怎么还？[泪][泪],0
人要死也是医药费和墓地太便宜了吧？,0
米兰拥有热刺所不具备的欧冠淘汰赛经验，以及豪门的气质。,2
我爱死璐璐了~[心],2
唉，教育，政府，我们，钱，生活……,0
五年后，他们乘坐的旅游巴士发生事故，他因护她，头部重创，失血过多而死，弥留时他对她说：对不起！,1
靠，又毁人了，老布求你了，你快走，别让糊涂蛋韦迪蔡振华把你英名给糟蹋了，王刚快回葡萄牙，别来泰达呀，否则足协饶不了你，好人别进中国国家级队伍(包括一切运动队),0
这一天是哭了多少次已经记不清了，现在已经能稍微冷静一点了，只是想把关于他的这些都记下来，抱歉，我记性不好……,0
小何很亲切，很用心。,2
所以换椰壳象牙了，还被人抢走了，不过我又给赎回来了，现在没穿呢,1
比较难！要一个非常困难的思想折磨过程！,0
吃饱了才有动力减肥~真是的~,1
看来要破2800，大盘到年线的时候咱喝这瓶黄山酒！,1
结伙强奸男人的娘们，上辈子都是光天化日下洗澡也没人偷走衣服的仙女。,0
是狼色还是鬼色？这个问题值得研究。,1
北约不能自圆其说，早晚挨报应。,0
问题就是这里，我找不到,1
我觉得喺咯！哈哈,2
泥饥渴成啥样了,0
刚到家躺床上的人你伤不起呀,0
还没飞啊，看来北京这场雨不小，昨晚我们已领教啦！,1
也想有一个i货，听歌啊玩游戏。,2
洗嘛，跟烂民一样被拖起到处走。,0
这两天逛澳洲阿得莱德的博物馆。,1
谢老师您忘了俺没读过书小时候以捡柴为生。说说眼泪哗哗地,2
你把脑袋子放入急冻了吗？。,0
那是违法黑车需要被取缔,1
每买一双鞋我都信心满满的说要穿两年。。,1
叫上七大姑八大姨的~哈哈,2
我自己玩，你来哇？,2
不用客气啦，我不介意你先~,1
今天的阳光很好哦！,2
系阿。你都记得呢。快滴将我高三车你回家的油费还给我,1
我妈陪我大姨检查！具体我不清楚呀！,1
凸凸我没什么好说的了，出来做生意除了求财就是求和气，这也太雷人了。,0
回巴黎了，一次累死人的折腾,1
沃野要去游泳！好怀念那2年的夏天！你懂得,1
我也是，坚决不向恶势力低头，决不卸载360，用msn吧,0
整亲好耐啦，一路无时间看这,2
从来不看...,0
我们社会已经陷入了由盲目掩藏下危机中。,1
又没叫你要,0
没事没事.我给你疗伤,1
是这样的，不要活得太累。,1
我怎么不知道。,1
我被领导责备了他说：我知道你很冤产品出问题不是你造成的但就是你的错因为是你没有督促到位没有做好充足的准备好吧。。。,0
家在首都啊？,2
//@沃阁酒店任宁:[衰]这就回了遗憾欢迎你下次再来南京～～[太开心],2
教育不就等于放假！那你准备去哪里玩不拉？,1
我一吃迷你版的奥利奥我就爱上了！,2
我太需要出去散散心了。,0
呵呵，正宗的铁包金,2
那是，我去美国开个馆子。,0
好准哦我就喜欢抱抱,2
这是搞什么！！！！！！！！,0
兄弟，我平生最看不起那些匿名在背后说三道四的小人了，你就当是你的日子过得太平靜简单幸福被某某人眼红嫉妒了，所以他想给你的生活激起点波澜，哈哈～,0
这生活一天是无比滋润嘛,2
693//@扬子晚报:取道香港入台，她成为红色特工。,1
《妈妈，我要陪你去西藏》，今天终于到了，打算回家读给女儿听~,2
上睫毛甚至每束的量和长度都不一样，效果就会非常生动自然~下睫毛也优秀得令人惊讶，不知成为多少女孩的福音~上睫毛还有好几种，我最喜欢这个，也卖得最好！,2
不要说，离开以后还会想念；不要说，分手以后还是朋友。,1
水平测期间终于有时间把紫妹整套搞好了=-=...,2
不过只好一周后从英国回来时再穿它外场作战啦！[馋嘴],2
这么晚还不睡！还织这么感性的围脖！想谁呢？,1
这是你其实是一个纯爷们的确凿证据，纪爷，你招了吧,1
爷爷！！！,0
我他妈要旅游去！！！！,0
话不多，静静地听着大家说话。,1
我连书包都没开,1
就一个字：屁，以为自己有能耐啊，满瓶不动半瓶摇，太平洋没有加盖，喜欢那边就游过去啊，没人拦着你……,0
咳实事求是最好了,1
最受欢迎新人，二十金曲，新加坡1003点播冠军mylogo三大奖项有木有！！！,2
有时候，我只是需要一个可以说话的人。,0
我一般揣俩镜头,1
本来就是今天啊...,0
麻麻泪奔了。,2
很少有人在18年后忘记他的歌；很少有人写一首歌让我们热泪满眶。。,2
这个干妈哇赶紧送个玩具钢琴来,1
还有你们要不要长那么挫啊！！,0
真是疯了，富士x100的售价竟然高达一万元。,0
习惯了平时一不开心就狂发微博，生怕别人看不到似的，草，觉得自己太张扬了，没有谁会非尔不可。,0
妹，你家楼下啊，一起去吧,1
胡锦涛总书记的讲话情真意切，点明了当前反腐工作的关键和重点，必将获得社会认同和支持。,1
你在干嘛啊？,2
难道我们丁少看着像母狗？,0
来嘛来嘛，你老人家请不出来勒,1
彻底服了…………,2
不容易，我们也就9点起，呵呵~,2
你不是说不好次嘛！,0
"20110629希澈tw更新：新时代的孩子要早睡早起^0^活泼又可爱的单纯孩子澈澈,也要睡觉觉喽~★........",2
换索爱只会掉厕所不会不见、,1
还有更大的,2
确实比以前都强大。,2
我们搬到了一个小公寓，只有一个洗澡间，在这样的冬天洗澡真是冻死人了。,0
其实我也不知道是哪里哈..,2
搞了半小时，终于上传成功e-poster了。,2
那买可多可爱多我吃!,2
昨天夜里还梦见又去考试了……难道是第六感？,1
，他真的挺帅的。,2
雍和宫现任堪布嘉木扬·图布丹活佛一代宗师;86岁了是一位和蔼的老人，谢谢您的祝福!,2
我比夫人晚到家，回家后，夫人说小舅子的案子剩余的4万余元交通事故赔款已到帐，至此，小舅子的案子彻底结束了，我心里也踏实了。,2
钉爷时尚！浙北买的吗？我也得换个大箱子啦~,1
安全第一啊！,2
桃李满天下真好，嘿嘿,2
蛋蛋的！感谢她吧！,2
还没下呢呵呵憋着呢。,2
谁引诱你去上海了？我说的是武汉,0
喜欢一个人东逛西逛，比较自由自在，一直向前向前向前，，，有个人陪着，反而碍手碍脚...,1
怎么样了？,1
大家速度去啊！,2
我晚上忍住没说，我怕你掐死我。我又提两罐酸奶，我打不赢啊,1
要不现在去看午夜场,1
那会饿昏的，你忍心吗？,0
书呢！说好的盗墓8呢！,0
好愚笨哦！,2
谢谢你一直这么照顾我。。,2
众人皆知的骚鸡,1
上海的是嗨翻天了，杭州的模式是怎么样哒？舞池大吗？,1
哈，兔子，你申请了没？,2
"得得得,那你遍地找胖胖去吧",0
睡觉了，睡前最后给各位童鞋娱乐一下，这张gif该有喜感了，反正我是笑喷了。。。。,2
当然这是的的确确的真实粉，僵尸粉一个也不算！,1
不得不说，半夜喊喝酒和带酒不带开瓶器比起来，也没有那么恶劣了,1
拔火罐了么。。。,1
"几年来站在各种""峰会""上侃侃而谈的基本上就这一拨人，为什么会有那麽多人追捧这拨演说家？",0
人家没证还同居呢，我没证上个路你还和我计较啊？,0
我去弄辆板车推你。。,1
洗的时候也用太大力气了吧~~~,1
好型、好大、好劲、好tec的风神h30cross即将光芒登场！,2
人民b说：咬紧牙关生产自救，人定胜天。,0
尼格真恐怖阿真恐怖…吹得我都缺氧了…,0
一个个造谣的大言不惭，还带个v牛逼轰轰的显摆自己的高贵，真真叫人恶心[吐],0
恩哈哈是啊至少还能用手机上,2
嘴硬！明明都想我想的老公都不要了,0
要生在印度，我看你咋吃饭,1
目前在和宿舍同学打斗地主，如果赌钱的话估计三天有人请吃饭了！,2
我要搞个小号抢注赵金条儿去。让你改不回来。,1
在本周的给力老百姓中，有一群来自巴尔虎合唱团的孩子，他们除了带来动人的歌舞外，其中一个最年幼的小朋友还与张翰在现场进行了摔跤比赛，小小摔跤手人小技术可不赖，张翰很快就被其撂倒，而张翰作为演技一流的花样美男，就连最后摔倒在地的动作都帅气十足。,2
哼哼，偶吧们看得好嗨皮，给几包瓜子都可以嗑起来了。,2
我都想买翻部,1
不是吧，这么巧啊,1
你回来阿。回的来我就请你。！,0
我也一样，我直接就迟到，还是故意睡过龙,0
分给老百姓?怎么分法?,1
让一切都早点过去,2
渝满天，别丢重庆的脸哈??,0
特别是那些对老袁滴祝福~,2
